Food Name,Description,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg),Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg)
"Pork, diced, raw, lean and fat",Extra lean types. Calculated from 98% lean and 2% fat,73.20,3.65,22.80,4.50,0.00,132.00,554.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.79,1.54,12.23,0.51,1.12,0.04,48.18,2.01,48.34,2.01,13.50,0.56,13.50,0.56,36.61,1.53,0.18,Tr,0.16,Tr,67.40,55.00,372.00,5.00,26.00,202.00,0.63,0.02,1.80,52.00,0.01,22.00,Tr,Tr,Tr,Tr,0.60,0.30,,0.45,0.09,10.40,4.80,15.20,0.34,0.50,5.00,0.85,4.30,0.00
"Pork, fat, average, cooked","Average of 5 different cuts, including roasted, grilled, fried in corn oil and braised",33.10,2.27,14.20,50.90,0.00,515.00,2125,0.00,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.00,17.90,,,,,,,44.30,21.50,,,18.40,8.90,,,,,0.60,0.30,98.00,69.00,240.00,10.00,14.00,140.00,0.60,0.05,0.90,67.00,Tr,9.00,N,Tr,Tr,Tr,2.10,0.31,0.35,0.37,0.16,3.80,1.50,5.30,0.16,Tr,2.00,0.86,8.00,0.00
"Pork, fat, average, raw","Average of 8 different cuts, trimmed of lean",33.60,1.62,10.10,56.40,0.00,548.00,2259,0.00,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.90,20.40,,,,,,,44.10,23.70,,,17.70,9.50,,,,,0.60,0.30,71.00,47.00,160.00,9.00,9.00,91.00,0.40,0.04,0.60,51.00,Tr,7.00,N,Tr,Tr,Tr,1.30,0.38,0.18,0.20,0.13,2.10,1.10,3.20,0.11,0.50,2.00,0.61,5.00,0.00
"Pork, fillet medallions, grilled lean",Calculated from 18-510,59.70,5.80,36.30,0.80,0.00,152.00,646.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.74,0.25,23.21,0.17,1.54,0.02,34.00,0.24,34.27,0.25,25.10,0.17,25.10,0.17,35.35,0.25,0.39,Tr,0.28,Tr,101.90,67.00,668.00,10.00,45.00,358.00,1.57,0.08,2.70,81.00,0.02,29.00,Tr,Tr,Tr,Tr,0.20,0.46,,1.37,0.45,14.20,7.60,21.80,0.51,0.80,6.00,1.91,7.60,0.00
"Pork, fillet medallions, grilled, lean and fat",Calculated from 98% lean and 2% fat,59.00,5.74,35.90,1.90,0.00,161.00,680.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.82,0.67,23.03,0.32,1.53,0.03,34.20,0.71,34.47,0.73,24.91,0.33,24.91,0.33,35.43,0.67,0.38,Tr,0.28,Tr,101.10,66.00,658.00,10.00,44.00,353.00,1.54,0.08,2.70,81.00,0.02,29.00,Tr,Tr,Tr,Tr,0.30,0.46,,1.35,0.44,14.00,7.50,21.50,0.50,0.80,6.00,1.88,7.50,0.00
"Pork, fillet medallions, raw, lean","10 samples, 6 products, chilled",74.60,3.65,22.80,0.50,0.00,96.00,406.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.74,0.16,23.21,0.11,1.54,0.01,34.00,0.15,34.27,0.16,25.10,0.11,25.10,0.11,35.35,0.16,0.39,Tr,0.28,Tr,64.10,42.00,420.00,6.00,28.00,225.00,0.99,0.05,1.70,51.00,0.01,18.00,Tr,Tr,Tr,Tr,0.10,0.29,,0.86,0.28,8.90,4.80,13.70,0.32,0.50,4.00,1.20,4.80,0.00
"Pork, fillet medallions, raw, lean and fat",Calculated from 98% lean and 2% fat. No fat removed.,73.70,3.61,22.60,1.80,0.00,106.00,450.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.82,0.65,23.01,0.28,1.53,0.02,34.22,0.70,34.49,0.71,24.89,0.30,24.89,0.30,35.44,0.65,0.38,Tr,0.28,Tr,64.00,42.00,414.00,6.00,28.00,222.00,0.97,0.08,1.70,54.00,0.01,18.00,Tr,Tr,Tr,Tr,0.10,0.29,,0.85,0.27,8.80,4.70,13.50,0.32,0.50,4.00,1.18,4.80,0.00
"Pork, fillet strips, stir-fried in rapeseed oil, lean",Calculated from 18-510,60.20,5.73,35.80,2.70,0.00,168.00,709.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.38,,0.55,,0.20,,1.36,,1.38,,0.73,,0.73,,0.38,,Tr,,Tr,100.50,66.00,659.00,9.00,44.00,353.00,1.56,0.08,2.70,80.00,0.02,28.00,Tr,Tr,Tr,Tr,0.80,0.79,,1.08,0.35,11.20,7.50,18.70,0.40,0.60,6.00,1.51,6.80,0.00
"Pork, hand, shoulder joint, raw, lean",10 samples,74.40,3.33,20.80,4.20,0.00,121.00,509,0.00,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.47,1.36,18.40,0.70,2.93,0.11,41.44,1.58,42.08,1.61,21.40,0.82,21.59,0.83,35.34,1.35,0.13,Tr,0.67,0.03,64.00,73.00,370.00,6.00,23.00,210.00,0.90,0.08,2.60,49.00,0.02,13.00,N,Tr,Tr,Tr,0.50,0.30,,0.95,0.26,7.80,4.40,12.20,0.52,0.50,3.00,1.45,2.00,0.00
"Pork, hand, shoulder joint, raw, lean and fat",Calculated from 73% lean and 26% fat,63.80,2.90,18.10,16.20,0.00,218.00,907,0.00,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.80,5.30,,,,,,,42.70,6.40,,,20.70,3.10,,,,,0.70,0.10,68.00,67.00,320.00,7.00,20.00,180.00,0.80,0.07,2.10,50.00,0.01,11.00,N,Tr,Tr,Tr,0.80,0.33,,0.76,0.23,6.40,3.50,9.90,0.41,0.50,3.00,1.24,3.00,0.00
"Pork, hand, shoulder joint, roasted, lean",10 samples,60.00,4.93,30.80,8.80,0.00,202.00,849,0.00,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.76,3.02,15.03,1.20,1.86,0.15,44.11,3.53,44.61,3.57,16.91,1.35,17.10,1.37,37.68,3.02,0.08,0.01,0.54,0.04,105.00,78.00,380.00,7.00,26.00,240.00,1.30,0.12,4.30,75.00,0.02,18.00,N,Tr,Tr,Tr,0.70,0.16,,0.99,0.34,3.70,6.60,10.30,0.40,0.50,1.00,2.04,4.00,0.00
"Pork, hand, shoulder joint, roasted, lean and fat",Calculated from 71% lean and 27% fat,55.90,4.40,27.50,16.50,0.00,259.00,1078,0.00,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.10,5.70,,,,,,,44.90,6.90,,,17.40,2.70,,,,,0.60,0.10,105.00,77.00,350.00,7.00,24.00,220.00,1.20,0.11,3.70,74.00,0.02,16.00,N,Tr,Tr,Tr,1.00,0.21,,0.87,0.30,3.60,5.60,9.20,0.35,0.50,1.00,1.80,5.00,0.00
"Pork, lean, average, raw","Average of 6 different cuts, trimmed of fat",74.20,3.55,22.20,3.10,0.00,116.00,491.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,1.04,16.34,0.44,1.72,0.05,42.88,1.23,43.23,1.24,18.18,0.50,18.21,0.50,36.84,1.04,0.17,Tr,0.35,0.01,65.10,57.00,387.00,6.00,25.00,211.00,0.75,0.05,2.10,48.00,0.01,18.00,N,Tr,Tr,Tr,0.40,0.29,,0.71,0.19,8.70,4.60,13.40,0.38,0.50,6.00,1.05,3.80,0.00
"Pork, leg joint, raw, lean","11 samples, 11 products, chilled",74.00,3.70,23.10,3.30,0.00,122.00,515.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.77,1.10,12.24,0.37,1.12,0.03,48.18,1.45,48.34,1.45,13.50,0.41,13.50,0.41,36.59,1.10,0.18,Tr,0.16,Tr,66.50,56.00,377.00,5.00,26.00,205.00,0.64,0.02,1.80,52.00,0.01,22.00,Tr,Tr,Tr,Tr,0.60,0.30,,0.46,0.09,10.60,4.90,15.50,0.34,0.50,5.00,0.86,4.30,0.00
"Pork, leg joint, raw, lean and fat","Calculated from 81% lean and 19% fat. No fat removed, not including skin.",66.20,3.19,19.90,15.00,0.00,215.00,894.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.93,5.32,12.17,1.70,1.13,0.16,48.20,6.86,48.37,6.89,13.46,1.90,13.46,1.90,36.74,5.29,0.19,0.03,0.17,0.03,70.90,51.00,330.00,4.00,23.00,180.00,0.56,0.02,1.50,50.00,0.01,20.00,Tr,Tr,Tr,Tr,0.90,0.33,,0.41,0.08,9.00,4.10,13.10,0.29,0.50,5.00,0.76,4.10,0.00
"Pork, leg joint, raw, lean and fat, trimmed",Calculated from 96% lean and 4% fat. Subcutaneous fat and skin removed.,72.30,3.59,22.40,5.80,0.00,142.00,595.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.80,1.99,12.23,0.65,1.12,0.06,48.18,2.59,48.35,2.60,13.49,0.72,13.49,0.72,36.62,1.99,0.18,0.01,0.16,0.01,67.80,55.00,367.00,5.00,25.00,200.00,0.62,0.02,1.70,50.00,0.01,22.00,Tr,Tr,Tr,Tr,0.70,0.30,,0.45,0.09,10.30,4.70,15.00,0.33,0.50,5.00,0.84,4.30,0.00
"Pork, leg joint, roasted, lean and fat","Calculated from 81% lean and 19% fat. No fat removed, not including crackling.",54.50,4.73,29.60,15.90,0.00,261.00,1091.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.88,5.64,12.18,1.80,1.02,0.16,47.52,7.18,47.72,7.21,13.38,1.99,13.38,1.99,37.73,5.61,0.14,0.03,0.21,0.03,92.40,53.00,341.00,5.00,25.00,206.00,0.84,0.06,2.40,64.00,0.01,25.00,Tr,Tr,Tr,Tr,1.20,0.20,,0.50,0.22,9.40,6.00,15.40,0.15,0.40,Tr,0.87,6.00,0.00
"Pork, leg joint, roasted, lean and fat, trimmed",Calculated from 96% lean and 4% fat. Subcutaneous fat and crackling removed,58.60,5.20,32.50,8.10,0.00,203.00,852.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.93,2.85,12.23,0.91,1.00,0.08,47.38,3.58,47.58,3.60,13.40,1.01,13.40,1.01,37.80,2.83,0.13,0.01,0.21,0.01,94.40,57.00,377.00,6.00,28.00,229.00,0.95,0.06,2.70,66.00,0.01,27.00,Tr,Tr,Tr,Tr,1.10,0.17,,0.56,0.25,10.70,6.90,17.60,0.17,0.40,Tr,0.97,6.60,0.00
"Pork, leg joint, roasted, lean","11 samples, 11 products, chilled. Roasted medium",59.80,5.33,33.30,5.90,0.00,186.00,784.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.94,2.04,12.25,0.66,0.99,0.05,47.34,2.54,47.54,2.55,13.40,0.72,13.40,0.72,37.82,2.03,0.12,Tr,0.21,0.01,95.40,58.00,387.00,6.00,29.00,236.00,0.98,0.06,2.80,67.00,0.01,28.00,Tr,Tr,Tr,Tr,1.00,0.16,,0.58,0.26,11.10,7.20,18.30,0.17,0.40,Tr,1.00,6.70,0.00
"Pork, loin chops, grilled, lean",Data as for pork loin steak (18-524),57.70,5.62,35.10,5.90,0.00,194.00,815.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.07,2.15,13.74,0.74,1.06,0.06,44.85,2.41,45.00,2.42,14.89,0.80,14.89,0.80,39.74,2.13,0.33,0.02,0.15,0.01,89.00,57.00,453.00,6.00,33.00,262.00,0.62,0.08,2.10,70.00,0.01,29.00,Tr,Tr,Tr,Tr,1.20,0.16,,0.78,0.18,8.70,7.70,16.40,0.19,0.50,4.00,1.08,7.20,0.00
"Pork, loin chops, grilled, lean and fat",Calculated from 89% lean and 11% fat,54.30,5.32,33.30,11.50,0.00,237.00,991.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.02,4.27,13.77,1.50,1.07,0.12,44.78,4.78,44.93,4.80,14.95,1.63,14.95,1.63,39.72,4.25,0.30,0.02,0.15,0.02,85.90,54.00,422.00,6.00,30.00,243.00,0.58,0.08,1.90,70.00,0.01,27.00,Tr,Tr,Tr,Tr,1.30,0.17,,0.72,0.16,8.20,7.00,15.20,0.18,0.50,4.00,1.00,6.80,0.00
"Pork, loin chops, raw, lean and fat",Calculated from 83% lean and 17% fat,66.60,3.41,21.30,11.70,0.00,191.00,795.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.53,4.38,14.60,1.57,1.17,0.13,45.21,4.93,45.35,4.95,15.73,1.72,15.73,1.72,38.52,4.38,0.01,Tr,0.14,0.02,63.20,45.00,360.00,5.00,23.00,187.00,0.41,0.06,1.30,51.00,0.01,17.00,Tr,Tr,Tr,Tr,0.60,0.27,,0.57,0.11,8.30,4.40,12.70,0.28,0.40,4.00,0.74,3.70,0.00
"Pork, loin chops, raw, lean and fat, weighed with bone",Calculated from 18-536,56.60,2.90,18.10,10.00,0.00,162.00,676.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.53,3.72,14.60,1.33,1.17,0.11,45.21,4.19,45.35,4.21,15.73,1.46,15.73,1.46,38.52,3.72,0.01,Tr,0.14,0.02,53.70,38.00,306.00,4.00,20.00,159.00,0.35,0.05,1.10,43.00,0.01,14.00,Tr,Tr,Tr,Tr,0.50,0.23,,0.48,0.09,7.10,3.70,10.80,0.24,0.30,3.00,0.63,3.00,0.00
"Pork, loin chops, roasted, lean",Calculated from 18-521,53.30,6.34,39.60,4.20,0.00,196.00,829.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.32,1.46,14.72,0.56,1.17,0.04,45.42,1.74,45.55,1.74,15.80,0.60,15.80,0.60,38.31,1.46,Tr,Tr,0.13,Tr,152.20,84.00,686.00,9.00,44.00,356.00,0.75,0.10,2.60,87.00,0.02,36.00,Tr,Tr,Tr,Tr,0.70,0.36,,0.88,0.16,12.50,8.70,21.20,0.42,0.40,7.00,1.09,5.90,0.00
"Pork, loin chops, roasted, lean and fat",Calculated from 87% lean and 13% fat,50.50,5.79,36.20,11.40,0.00,247.00,1037.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.23,4.04,14.35,1.36,1.17,0.12,45.79,5.07,45.93,5.08,15.48,1.50,15.48,1.50,38.19,4.02,0.03,Tr,0.14,0.02,142.90,77.00,615.00,8.00,39.00,320.00,0.68,0.09,2.30,83.00,0.02,33.00,Tr,Tr,Tr,Tr,0.90,0.36,,0.79,0.14,11.10,7.70,18.80,0.37,0.40,7.00,0.98,5.50,0.00
"Pork, loin chops, roasted, lean and fat, weighed with bone",Calculated from 18-610,38.90,4.46,27.90,8.80,0.00,191.00,799.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.23,3.11,14.35,1.05,1.17,0.09,45.79,3.90,45.93,3.91,15.48,1.16,15.48,1.16,38.19,3.10,0.03,Tr,0.14,0.02,110.00,59.00,474.00,6.00,30.00,246.00,0.52,0.07,1.80,64.00,0.02,25.00,Tr,Tr,Tr,Tr,0.70,0.28,,0.61,0.11,8.60,5.90,14.50,0.28,0.30,5.00,0.75,4.20,0.00
"Pork, loin medallions, raw, lean","10 samples, 8 products, chilled",73.70,3.79,24.80,1.90,0.00,116.00,492.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.60,0.65,15.47,0.27,1.10,0.02,44.81,0.77,44.93,0.78,16.63,0.29,16.63,0.29,37.42,0.65,0.18,Tr,0.12,Tr,58.40,41.00,405.00,5.00,27.00,215.00,0.43,0.06,1.30,51.00,0.01,17.00,Tr,Tr,Tr,Tr,0.40,0.28,,0.70,0.12,10.10,5.30,15.40,0.29,0.30,4.00,0.73,3.80,0.00
"Pork, loin medallions, raw, lean and fat",Calculated from 94% lean and 6% fat. No fat removed.,71.30,3.68,23.00,5.40,0.00,141.00,591.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.72,1.96,15.38,0.73,1.10,0.06,44.77,2.23,44.90,2.25,16.56,0.80,16.56,0.80,37.55,1.96,0.17,Tr,0.12,0.01,58.40,40.00,390.00,5.00,26.00,207.00,0.42,0.06,1.30,56.00,0.01,16.00,Tr,Tr,Tr,Tr,0.50,0.28,,0.67,0.12,9.80,5.10,14.90,0.28,0.30,4.00,0.71,3.80,0.00
"Pork, loin medallions, raw, lean and fat, trimmed",Calculated from 98% lean and 2% fat. Subcutaneous fat removed.,72.90,3.75,23.40,3.10,0.00,122.00,513.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.64,1.09,15.44,0.42,1.10,0.03,44.80,1.26,44.92,1.27,16.61,0.46,16.61,0.46,37.46,1.09,0.18,Tr,0.12,Tr,58.10,41.00,400.00,5.00,27.00,212.00,0.43,0.06,1.30,56.00,0.01,17.00,Tr,Tr,Tr,Tr,0.40,0.28,,0.69,0.12,10.00,5.20,15.20,0.29,0.30,4.00,0.72,3.80,0.00
"Pork, loin steaks, fried in rapeseed oil, lean",Calculated from 18-521,60.90,5.42,33.90,4.70,0.00,178.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.09,,0.74,,0.21,,2.28,,2.28,,0.95,,0.95,,1.09,,Tr,,Tr,92.30,72.00,585.00,7.00,38.00,304.00,0.64,0.09,2.20,74.00,0.01,31.00,Tr,Tr,Tr,Tr,0.60,0.73,,0.75,0.14,10.60,7.40,18.00,0.36,0.40,5.00,0.93,5.00,0.00
"Pork, loin steaks, fried in rapeseed oil, lean and fat",Calculated from 86% lean and 14% fat,56.10,5.07,31.70,12.00,0.00,235.00,983.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,3.94,,1.70,,0.27,,5.31,,5.33,,1.99,,1.99,,3.94,,Tr,,0.01,87.90,66.00,527.00,6.00,34.00,274.00,0.59,0.08,2.00,73.00,0.01,28.00,Tr,Tr,Tr,Tr,0.90,0.66,,0.67,0.13,9.60,6.50,16.10,0.33,0.40,5.00,0.85,4.70,0.00
"Pork, loin steaks, grilled, lean","11 samples, 11 products, chilled",57.70,5.62,35.10,5.90,0.00,194.00,815.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.07,2.15,13.74,0.74,1.06,0.06,44.85,2.41,45.00,2.42,14.89,0.80,14.89,0.80,39.74,2.13,0.33,0.02,0.15,0.01,89.00,57.00,453.00,6.00,33.00,262.00,0.62,0.08,2.10,70.00,0.01,29.00,Tr,Tr,Tr,Tr,1.20,0.16,,0.78,0.18,8.70,7.70,16.40,0.19,0.50,4.00,1.08,7.20,0.00
"Pork, loin steaks, grilled, lean and fat","Calculated from 86% lean and 14% fat. No fat removed, not including crackling.",53.40,5.24,32.70,12.90,0.00,247.00,1033.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,4.83,13.78,1.69,1.08,0.14,44.76,5.40,44.91,5.43,14.96,1.85,14.96,1.85,39.71,4.81,0.29,0.02,0.15,0.02,85.10,53.00,414.00,6.00,30.00,239.00,0.57,0.08,1.90,70.00,0.01,26.00,Tr,Tr,Tr,Tr,1.40,0.17,,0.70,0.16,8.00,6.80,14.80,0.18,0.50,4.00,0.98,6.60,0.00
"Pork, loin steaks, grilled, lean and fat, trimmed",Calculated from 96% lean and 4% fat. Subcutaneous fat and crackling removed.,56.40,5.51,34.40,8.00,0.00,210.00,881.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.05,2.94,13.75,1.02,1.06,0.08,44.82,3.29,44.97,3.31,14.91,1.11,14.91,1.11,39.73,2.92,0.32,0.02,0.15,0.01,87.90,56.00,442.00,6.00,32.00,255.00,0.61,0.08,2.00,70.00,0.01,28.00,Tr,Tr,Tr,Tr,1.30,0.16,,0.76,0.17,8.50,7.40,15.90,0.19,0.50,4.00,1.05,7.00,0.00
"Pork, loin steaks, raw, lean","11 samples, 11 products, chilled",73.20,3.71,23.20,1.90,0.00,110.00,465.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.32,0.66,14.72,0.25,1.17,0.02,45.42,0.79,45.55,0.79,15.80,0.27,15.80,0.27,38.31,0.66,Tr,Tr,0.13,Tr,63.20,49.00,401.00,5.00,26.00,208.00,0.44,0.06,1.50,51.00,0.01,21.00,Tr,Tr,Tr,Tr,0.39,0.26,,0.64,0.12,9.10,5.10,14.20,0.31,0.30,4.00,0.80,3.80,0.00
"Pork, loin steaks, raw, lean and fat","Calculated from 84% lean and 16% fat. No fat removed, not including skin.",66.90,3.43,21.40,11.20,0.00,187.00,779.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.52,4.16,14.61,1.49,1.17,0.12,45.22,4.69,45.36,4.71,15.74,1.63,15.74,1.63,38.50,4.16,0.01,Tr,0.14,0.02,63.00,45.00,362.00,5.00,23.00,188.00,0.41,0.06,1.30,55.00,0.01,19.00,Tr,Tr,Tr,Tr,0.60,0.27,,0.57,0.11,8.30,4.50,12.80,0.28,0.40,4.00,0.74,3.70,0.00
"Pork, loin steaks, raw, lean and fat, trimmed",Calculated from 94% lean and 6% fat. Subcutaneous fat and skin removed.,70.70,3.60,22.50,5.50,0.00,140.00,586.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.40,2.04,14.68,0.74,1.17,0.06,45.34,2.33,45.48,2.33,15.77,0.81,15.77,0.81,38.39,2.04,Tr,Tr,0.13,0.01,63.10,47.00,386.00,5.00,25.00,200.00,0.43,0.06,1.40,55.00,0.01,20.00,Tr,Tr,Tr,Tr,0.50,0.27,,0.61,0.12,8.80,4.90,13.70,0.30,0.30,4.00,0.78,3.80,0.00
"Pork, loin steaks, stewed, lean",Calculated from 18-521,61.70,5.31,33.20,2.70,0.00,157.00,664.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.32,0.94,14.72,0.36,1.17,0.03,45.42,1.13,45.55,1.13,15.80,0.39,15.80,0.39,38.31,0.94,0.33,Tr,0.13,Tr,90.10,70.00,573.00,7.00,37.00,297.00,0.63,0.09,2.20,73.00,0.01,30.00,Tr,Tr,Tr,Tr,0.60,0.30,,0.73,0.14,10.40,7.30,17.70,0.35,0.30,6.00,0.92,4.90,0.00
"Pork, loin steaks, stewed, lean and fat",Calculated from 87% lean and 13% fat,57.20,5.00,31.30,9.70,0.00,212.00,890.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.48,3.61,14.63,1.30,1.17,0.11,45.26,4.10,45.40,4.11,15.75,1.42,15.75,1.42,38.47,3.60,0.29,Tr,0.14,Tr,86.30,64.00,521.00,7.00,34.00,271.00,0.58,0.08,2.00,72.00,0.01,27.00,Tr,Tr,Tr,Tr,0.90,0.29,,0.66,0.13,9.50,6.50,16.00,0.32,0.30,6.00,0.85,4.70,0.00
"Pork, mince, raw",10% fat mince. 10 samples,70.40,3.07,19.20,9.70,0.00,164.00,685,0.00,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.56,3.57,15.13,1.36,2.12,0.19,42.25,3.81,42.59,3.84,17.12,1.54,17.44,1.57,39.28,3.54,0.28,0.03,0.47,0.04,66.00,66.00,390.00,7.00,20.00,190.00,0.90,0.06,2.40,67.00,0.01,12.00,N,Tr,Tr,Tr,0.80,0.27,,0.96,0.22,6.50,3.50,10.00,0.20,0.50,2.00,1.31,1.00,0.00
"Pork, mince, stewed",10% fat mince. 10 samples,64.70,3.90,24.40,10.40,0.00,191.00,800,0.00,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.31,3.90,14.39,1.39,1.74,0.17,42.16,4.08,42.95,4.15,16.06,1.55,16.30,1.58,40.07,3.88,0.24,0.02,0.86,0.08,81.00,61.00,320.00,13.00,21.00,200.00,1.40,0.10,3.50,61.00,0.02,15.00,N,Tr,Tr,Tr,0.90,0.26,,0.97,0.22,6.20,4.40,10.60,0.23,0.50,2.00,1.58,4.00,0.00
"Pork, shoulder chops (collar), braised, lean",26 samples,58.80,4.88,30.50,10.10,0.00,213.00,892.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,38.82,3.57,16.70,1.53,1.96,0.18,40.95,3.76,41.64,3.83,18.69,1.72,18.90,1.74,38.72,3.56,0.10,0.01,0.72,0.07,98.00,59.00,300.00,32.00,23.00,210.00,1.50,0.12,4.90,54.00,0.02,20.00,N,Tr,Tr,Tr,0.40,0.17,,0.77,0.29,3.60,6.30,9.90,0.26,1.00,1.00,1.61,6.00,0.00
"Pork, shoulder chops (collar), braised, lean and fat",Calculated from 87% lean and 13% fat,55.70,4.49,28.10,15.00,0.00,247.00,1033.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,39.00,5.50,,,,,,,41.50,5.80,,,18.80,2.60,,,,,0.70,0.10,97.00,59.00,290.00,29.00,22.00,200.00,1.40,0.11,4.40,55.00,0.02,18.00,N,Tr,Tr,Tr,0.60,0.19,,0.70,0.27,3.50,5.70,9.20,0.24,0.50,1.00,1.50,6.00,0.00
"Pork, shoulder chops (collar), braised, lean and fat, weighed with bone",Calculated from 18-543,42.90,3.46,21.60,11.50,0.00,190.00,793.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,29.30,4.20,,,,,,,31.10,4.50,,,14.10,2.00,,,,,0.50,0.10,75.00,44.00,220.00,22.00,16.00,150.00,1.00,0.08,3.30,41.00,0.01,14.00,N,Tr,Tr,Tr,0.40,0.15,,0.53,0.20,2.70,4.30,7.00,0.18,0.40,1.00,1.12,5.00,0.00
